id,title,description,courseTitle
task_e7badf8ef60843eaa0dc77f513ddf5b9,Bruke en modell til...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Bruke en modell til å beskrive hvordan økonomien påvirkes av tilbuds- og etterspørselssjokk | Forklare makroøkonomiske svingninger og betydningen av forventninger og tregheter | Implementere modellene til å beskrive virkninger av finans- og pengepolitikk Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Makroøkonomi
task_b7dfe244c3194f0b8cc6a809da8657c7,Forklare nasjonalregnskapet og forstå...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Forklare nasjonalregnskapet og forstå hvordan ulike transaksjoner vil bli bokført i nasjonalregnskapet og utenriksregnskapet Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Makroøkonomi
task_4ba51dfc0fdb43db8e14c265631929ae,Bruke en modell til...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Bruke en modell til å beskrive hvordan økonomien påvirkes av tilbuds- og etterspørselssjokk | Analysere sentrale mekanismer bak økonomisk vekst, herunder rollen til visse politikktiltak Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Makroøkonomi
task_6d08b77f004845beb0dc2d01eb901aeb,Implementere modellene til å...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Implementere modellene til å beskrive virkninger av finans- og pengepolitikk Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Makroøkonomi
task_4d9326cfd3c14a3683198ded3aaaed8e,Analysere sentrale mekanismer bak...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Analysere sentrale mekanismer bak økonomisk vekst, herunder rollen til visse politikktiltak | Bruke en modell til å beskrive hvordan økonomien påvirkes av tilbuds- og etterspørselssjokk Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Makroøkonomi
task_4bbe8fde2c0f47f0b74f94128dd66e5e,Bruke en modell til...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Bruke en modell til å beskrive hvordan økonomien påvirkes av tilbuds- og etterspørselssjokk | Gjøre rede for hvordan de makroøkonomiske modellene forholder seg til norsk og internasjonal virkelighet og utfordinger knyttet til teknologisk endring og bærekraft Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Makroøkonomi
task_744ce1bb306c4987b7cde8159b73e592,Implementere modellene til å...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Implementere modellene til å beskrive virkninger av finans- og pengepolitikk Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Makroøkonomi
task_8744515262304e73b20ce1c0e297d98a,Undervisningsopplegg Emnet består av...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Undervisningsopplegg Emnet består av plenumsforelesninger, quiz, oppgaveløsning i grupper, samt en obligatorisk og en frivillig innleveringsoppgave. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Makroøkonomi
task_4293e6ba264048cd9cf9a07d657f17dc,Forklare nasjonalregnskapet og forstå...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Forklare nasjonalregnskapet og forstå hvordan ulike transaksjoner vil bli bokført i nasjonalregnskapet og utenriksregnskapet | Analysere sentrale mekanismer bak økonomisk vekst, herunder rollen til visse politikktiltak | Drøfte mulige effekter av penge- og finanspolitikk Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Makroøkonomi
task_7c7864c361934316a3dd7170fe7ba1e5,Gjøre rede for sentrale...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Gjøre rede for sentrale mekanismer bak økonomisk vekst | Kjenne til utfordringer og mulige løsninger på langsiktige bærekraftsmål knyttet til velferdsstaten, offentlige finanser og klima. | Forklare nasjonalregnskapet og forstå hvordan ulike transaksjoner vil bli bokført i nasjonalregnskapet og utenriksregnskapet Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Makroøkonomi
task_6a7219608bbe46469319d915ed6135d3,Drøfte mulige effekter av...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Drøfte mulige effekter av penge- og finanspolitikk Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Makroøkonomi
task_8e240f47053244779ec4905d791159d0,Forklare nasjonalregnskapet og forstå...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Forklare nasjonalregnskapet og forstå hvordan ulike transaksjoner vil bli bokført i nasjonalregnskapet og utenriksregnskapet Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Makroøkonomi
task_c843548ce6c94c96a1a3181290eec311,Forklare makroøkonomiske svingninger og...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Forklare makroøkonomiske svingninger og betydningen av forventninger og tregheter | Drøfte mulige effekter av penge- og finanspolitikk | Undervisningsopplegg Emnet består av plenumsforelesninger, quiz, oppgaveløsning i grupper, samt en obligatorisk og en frivillig innleveringsoppgave. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Makroøkonomi
task_8a618659116e462b9edadd60294991c9,Kjenne til utfordringer og...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Kjenne til utfordringer og mulige løsninger på langsiktige bærekraftsmål knyttet til velferdsstaten, offentlige finanser og klima. | Gjøre rede for sentrale mekanismer bak økonomisk vekst Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Makroøkonomi
task_aced4e43bb3d4aae8f10bf1624878b7c,Drøfte mulige effekter av...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Drøfte mulige effekter av penge- og finanspolitikk | Implementere modellene til å beskrive virkninger av finans- og pengepolitikk | Gjøre rede for hvordan de makroøkonomiske modellene forholder seg til norsk og internasjonal virkelighet og utfordinger knyttet til teknologisk endring og bærekraft Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Makroøkonomi
task_f57bf80007164983bc81be5c4b87e3c4,Forklare makroøkonomiske svingninger og...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Forklare makroøkonomiske svingninger og betydningen av forventninger og tregheter | Forklare sentrale makroøkonomiske forhold, delta i diskusjoner om makroøkonomiske spørsmål og med enkle ord kunne forklare sentrale makroøkonomiske mekanismer Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Makroøkonomi
task_e8c09e9135d747c8b2087141e2b233c5,kan formidle sentralt fagstoff...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: kan formidle sentralt fagstoff som teorier, problemstillinger og løsninger både skriftlig og muntlig. | kjenner til forsknings- og utviklingsarbeid innenfor markedsføring | kan oppdatere sin kunnskap innenfor markedsføring Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_9c4ca084990c4752bafbe658f4b1624d,kjenner til forsknings- og...,Complete the following activity to demonstrate mastery of the stated learning outcomes: kjenner til forsknings- og utviklingsarbeid innenfor markedsføring | har innsikt i relevante fag- og yrkesetiske problemstillinger Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Markedsføring
task_0e03a305729348fb810daaffea52ffcf,kjenner til hvordan markedsføringsaktiviteter...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: kjenner til hvordan markedsføringsaktiviteter kan gjennomføres på en etisk forsvarlig måte slik at aktivitetene ivaretar bedriftens interesser og samfunnsansvar, samt fremmer FNs bærekraftsmål Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_251747649bf141a983b5d92e45fd3b7d,kan planlegge og gjennomføre...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: kan planlegge og gjennomføre varierte arbeidsoppgaver og prosjekter som strekker seg over tid, alene og som deltaker i en gruppe, som tar hensyn til bærekraft og er i tråd med etiske krav og retningslinjer | kan reflektere over egen faglig utøvelse og justere denne under veiledning | kan utveksle synspunkter og erfaringer med andre med bakgrunn innenfor markedsføring og gjennom dette bidra til utvikling av god praksis Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_0f05ba2bb50a4ebe936e4813f80fb092,har kunnskap om markedsføringsfagets...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: har kunnskap om markedsføringsfagets historie, tradisjoner, egenart og plass i samfunnet | kjenner til forsknings- og utviklingsarbeid innenfor markedsføring | har innsikt i relevante fag- og yrkesetiske problemstillinger Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_57efad6608a64fa5b217897f3b0e2f30,Undervisningsopplegg I første del...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Undervisningsopplegg I første del av emnet er fokus rettet mot grunnleggende begreper, teorier og metoder i faget. Denne bolken undervises i form av plenumforelesninger, små case øvelser som en del av forelesningen og «spørsmål-og-svar»-sesjoner. Deretter gis det mer anvendte forelesninger der studentene vil se relevansen av teorien i emnets første del. Emnet avsluttes med en obligatorisk dynamisk simuleringsoppgave der de får praktisk anvendelse av pensum i faget. | kan planlegge og gjennomføre varierte arbeidsoppgaver og prosjekter som strekker seg over tid, alene og som deltaker i en gruppe, som tar hensyn til bærekraft og er i tråd med etiske krav og retningslinjer | har kunnskap om markedsføringsfagets historie, tradisjoner, egenart og plass i samfunnet Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_2989997263d94a03b11dff864eb3f275,kan formidle sentralt fagstoff...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: kan formidle sentralt fagstoff som teorier, problemstillinger og løsninger både skriftlig og muntlig. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_98b4c5d343d44260b9576674b40010f5,Undervisningsopplegg I første del...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Undervisningsopplegg I første del av emnet er fokus rettet mot grunnleggende begreper, teorier og metoder i faget. Denne bolken undervises i form av plenumforelesninger, små case øvelser som en del av forelesningen og «spørsmål-og-svar»-sesjoner. Deretter gis det mer anvendte forelesninger der studentene vil se relevansen av teorien i emnets første del. Emnet avsluttes med en obligatorisk dynamisk simuleringsoppgave der de får praktisk anvendelse av pensum i faget. | kan planlegge og gjennomføre varierte arbeidsoppgaver og prosjekter som strekker seg over tid, alene og som deltaker i en gruppe, som tar hensyn til bærekraft og er i tråd med etiske krav og retningslinjer Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_c0cf3e2e619d4a4baa9b1a30803039ff,kan utveksle synspunkter og...,Complete the following activity to demonstrate mastery of the stated learning outcomes: kan utveksle synspunkter og erfaringer med andre med bakgrunn innenfor markedsføring og gjennom dette bidra til utvikling av god praksis | kjenner til forsknings- og utviklingsarbeid innenfor markedsføring | har innsikt i relevante fag- og yrkesetiske problemstillinger Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Markedsføring
task_6dc233f1ce30468b8929c1f0c44edb87,kan anvende faglig kunnskap...,Complete the following activity to demonstrate mastery of the stated learning outcomes: kan anvende faglig kunnskap og relevante resultater fra forsknings- og utviklingsarbeid på praktiske og teoretiske problemstillinger og treffe begrunnede valg Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Markedsføring
task_dca3492eaef94069ba03579f6a6198ce,kan reflektere over egen...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: kan reflektere over egen faglig utøvelse og justere denne under veiledning | kan planlegge og gjennomføre varierte arbeidsoppgaver og prosjekter som strekker seg over tid, alene og som deltaker i en gruppe, som tar hensyn til bærekraft og er i tråd med etiske krav og retningslinjer | kan anvende faglig kunnskap og relevante resultater fra forsknings- og utviklingsarbeid på praktiske og teoretiske problemstillinger og treffe begrunnede valg Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_0364b5cdc0424b6bafb95bb4a1abb090,kan beherske relevante faglige...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: kan beherske relevante faglige verktøy, teknikker og uttrykksformer Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_b4db49aaa0084d20af27e0b13cfad29b,kan anvende faglig kunnskap...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: kan anvende faglig kunnskap og relevante resultater fra forsknings- og utviklingsarbeid på praktiske og teoretiske problemstillinger og treffe begrunnede valg | har bred kunnskap om sentrale temaer, teorier, problemstillinger, prosesser, verktøy og metoder innenfor markedsføring | kan reflektere over egen faglig utøvelse og justere denne under veiledning Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_6bb19237a31d4ec2ab763213c138f3fd,kjenner til forsknings- og...,Complete the following activity to demonstrate mastery of the stated learning outcomes: kjenner til forsknings- og utviklingsarbeid innenfor markedsføring | kan reflektere over egen faglig utøvelse og justere denne under veiledning Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Markedsføring
task_848411595a704eafb6b354c254b13ac0,kan planlegge og gjennomføre...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: kan planlegge og gjennomføre varierte arbeidsoppgaver og prosjekter som strekker seg over tid, alene og som deltaker i en gruppe, som tar hensyn til bærekraft og er i tråd med etiske krav og retningslinjer | kan finne, vurdere og henvise til informasjon og fagstoff og framstille dette slik at det belyser en problemstilling Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_cc84b247ac0c47efb12079550a2f533f,kan oppdatere sin kunnskap...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: kan oppdatere sin kunnskap innenfor markedsføring | kan reflektere over egen faglig utøvelse og justere denne under veiledning | Undervisningsopplegg I første del av emnet er fokus rettet mot grunnleggende begreper, teorier og metoder i faget. Denne bolken undervises i form av plenumforelesninger, små case øvelser som en del av forelesningen og «spørsmål-og-svar»-sesjoner. Deretter gis det mer anvendte forelesninger der studentene vil se relevansen av teorien i emnets første del. Emnet avsluttes med en obligatorisk dynamisk simuleringsoppgave der de får praktisk anvendelse av pensum i faget. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_1966d2e33915454ba4cc4a6024759a29,kan beherske relevante faglige...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: kan beherske relevante faglige verktøy, teknikker og uttrykksformer | kan planlegge og gjennomføre varierte arbeidsoppgaver og prosjekter som strekker seg over tid, alene og som deltaker i en gruppe, som tar hensyn til bærekraft og er i tråd med etiske krav og retningslinjer | kjenner til hvordan markedsføringsaktiviteter kan gjennomføres på en etisk forsvarlig måte slik at aktivitetene ivaretar bedriftens interesser og samfunnsansvar, samt fremmer FNs bærekraftsmål Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_fd385b8047b94ec6b4305ecaeba9658c,kan utveksle synspunkter og...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: kan utveksle synspunkter og erfaringer med andre med bakgrunn innenfor markedsføring og gjennom dette bidra til utvikling av god praksis | kan beherske relevante faglige verktøy, teknikker og uttrykksformer | kan finne, vurdere og henvise til informasjon og fagstoff og framstille dette slik at det belyser en problemstilling Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_38640bf6c00e450eadd7be6654fe1ab7,kan reflektere over egen...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: kan reflektere over egen faglig utøvelse og justere denne under veiledning | kan formidle sentralt fagstoff som teorier, problemstillinger og løsninger både skriftlig og muntlig. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_eed6f428aacb43e98fbef8738d3cab8d,kjenner til hvordan markedsføringsaktiviteter...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: kjenner til hvordan markedsføringsaktiviteter kan gjennomføres på en etisk forsvarlig måte slik at aktivitetene ivaretar bedriftens interesser og samfunnsansvar, samt fremmer FNs bærekraftsmål | kan anvende faglig kunnskap og relevante resultater fra forsknings- og utviklingsarbeid på praktiske og teoretiske problemstillinger og treffe begrunnede valg | har kunnskap om markedsføringsfagets historie, tradisjoner, egenart og plass i samfunnet Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_0aad5be815984a1d94163a90181cbd28,kjenner til hvordan markedsføringsaktiviteter...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: kjenner til hvordan markedsføringsaktiviteter kan gjennomføres på en etisk forsvarlig måte slik at aktivitetene ivaretar bedriftens interesser og samfunnsansvar, samt fremmer FNs bærekraftsmål Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_836e88de9058426787409e402197ee47,har kunnskap om markedsføringsfagets...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: har kunnskap om markedsføringsfagets historie, tradisjoner, egenart og plass i samfunnet | kan utveksle synspunkter og erfaringer med andre med bakgrunn innenfor markedsføring og gjennom dette bidra til utvikling av god praksis Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_707140795c0f433f960d245435c26722,har innsikt i relevante...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: har innsikt i relevante fag- og yrkesetiske problemstillinger | Undervisningsopplegg I første del av emnet er fokus rettet mot grunnleggende begreper, teorier og metoder i faget. Denne bolken undervises i form av plenumforelesninger, små case øvelser som en del av forelesningen og «spørsmål-og-svar»-sesjoner. Deretter gis det mer anvendte forelesninger der studentene vil se relevansen av teorien i emnets første del. Emnet avsluttes med en obligatorisk dynamisk simuleringsoppgave der de får praktisk anvendelse av pensum i faget. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_7f3f44e3f43c4b3180c451086cca40ce,kan reflektere over egen...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: kan reflektere over egen faglig utøvelse og justere denne under veiledning | kan anvende faglig kunnskap og relevante resultater fra forsknings- og utviklingsarbeid på praktiske og teoretiske problemstillinger og treffe begrunnede valg | har bred kunnskap om sentrale temaer, teorier, problemstillinger, prosesser, verktøy og metoder innenfor markedsføring Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Markedsføring
task_b15e81382a8b4e5187d7289bda2f598c,Kandidaten kjenner til noen...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten kjenner til noen enkle vekstmodeller og hvilken relevans de har for drøftinger av bærekraft | Kandidaten kan løse enkle problemer med integrasjon Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Matematikk for økonomer
task_6b08e1adcc4b413f8622384e266b84be,Kandidaten kan analysere og...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten kan analysere og drøfte funksjoner av en eller flere variabler bygget opp av potensfunksjoner, rasjonale funksjoner, eksponentialfunksjoner og logaritmefunksjoner Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Matematikk for økonomer
task_e54b0d11a15a4abbb0ec251315893176,Kandidaten kan analysere og...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten kan analysere og drøfte funksjoner av en eller flere variabler bygget opp av potensfunksjoner, rasjonale funksjoner, eksponentialfunksjoner og logaritmefunksjoner | Kandidaten kjenner til integralbegrepet og hvordan dette henger sammen med derivasjon Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Matematikk for økonomer
task_7aa7e8c64beb4ea2aff34395ad20872a,Kandidaten kan arbeide med...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten kan arbeide med matematisk formulert faglitteratur | Kandidaten kjenner til integralbegrepet og hvordan dette henger sammen med derivasjon | Kandidaten kan løse optimeringsproblemer med og uten bibetingelser Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Matematikk for økonomer
task_e9ee9483ca36443ba0437c3866cf69cd,Kandidaten kan løse optimeringsproblemer...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten kan løse optimeringsproblemer med og uten bibetingelser Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Matematikk for økonomer
task_446573061a74481b9f78a7dd1c87cc51,Kandidaten har forståelse av...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten har forståelse av derivasjonsbegrepet og hvordan det kan brukes i drøfting og optimering av funksjoner av en eller flere variabler. Dette omfatter også elastisiteter og implisitt derivasjon Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Matematikk for økonomer
task_af1910c725a045e5bc261f08dbe22ad5,Kandidaten kan arbeide med...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten kan arbeide med matematisk formulert faglitteratur Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Matematikk for økonomer
task_3fb4825f178a4576a6623c8e372ece9f,Kandidaten kan løse enkle...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten kan løse enkle problemer med integrasjon | Kandidaten kan løse optimeringsproblemer med og uten bibetingelser Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Matematikk for økonomer
task_377e045555444297aa92cd1420bf1a9b,Kandidaten kan arbeide med...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten kan arbeide med matematisk formulert faglitteratur Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Matematikk for økonomer
task_465d559ae0724df4943ace8dddd57ddf,Kandidaten kan uttrykke seg...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten kan uttrykke seg presist og resonnere logisk om kvantitative forhold | Kandidaten kan arbeide med matematisk formulert faglitteratur Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Matematikk for økonomer
task_70db565fb1594fe49d23268ad211e2d6,Kandidaten kan løse enkle...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten kan løse enkle problemer med integrasjon | Kandidaten har innsikt i funksjoner av en eller flere variabler bygget opp av potensfunksjoner, rasjonale funksjoner, eksponentialfunksjoner og logaritmefunksjoner, og er kjent med hvordan slike funksjoner kan opptre i økonomisk teori Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Matematikk for økonomer
task_443672c74d544333a2916842a9083664,Kandidaten kjenner til integralbegrepet...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten kjenner til integralbegrepet og hvordan dette henger sammen med derivasjon Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Matematikk for økonomer
task_fb4d9e1c36b7410090eb643355e1fb26,Kandidaten kan løse problemer...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten kan løse problemer innenfor finansmatematikk ved bruk av resultater om endelige og uendelige geometriske rekker Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Matematikk for økonomer
task_fa564669905a4f4ab002cf0963046a7d,Kandidaten har forståelse av...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten har forståelse av hvordan verdier ved ulike tidspunkter kan sammenlignes, og hvordan endelige og uendelige geometriske rekker kan brukes til å analysere enkle kontantstrømmer | Kandidaten kjenner til integralbegrepet og hvordan dette henger sammen med derivasjon | Kandidaten kan uttrykke seg presist og resonnere logisk om kvantitative forhold Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Matematikk for økonomer
task_b2ec94babc964f0dbdcd397f9216c296,Kandidaten kan analysere og...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten kan analysere og drøfte funksjoner av en eller flere variabler bygget opp av potensfunksjoner, rasjonale funksjoner, eksponentialfunksjoner og logaritmefunksjoner | Kandidaten kan løse enkle problemer med integrasjon | Kandidaten kan løse optimeringsproblemer med og uten bibetingelser Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Matematikk for økonomer
task_e9559d643bb04c018ea8e3a42b200cc4,Kandidaten kan analysere og...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten kan analysere og drøfte funksjoner av en eller flere variabler bygget opp av potensfunksjoner, rasjonale funksjoner, eksponentialfunksjoner og logaritmefunksjoner | Kandidaten kan løse problemer innenfor finansmatematikk ved bruk av resultater om endelige og uendelige geometriske rekker | Kandidaten kan løse optimeringsproblemer med og uten bibetingelser Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Matematikk for økonomer
task_029c98c019b8418aa5d737d0e6c5f05d,Kandidaten kan analysere og...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten kan analysere og drøfte funksjoner av en eller flere variabler bygget opp av potensfunksjoner, rasjonale funksjoner, eksponentialfunksjoner og logaritmefunksjoner | Kandidaten kan arbeide med matematisk formulert faglitteratur Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Matematikk for økonomer
task_141138da15654bb18f1f2b2f60c46f62,Kandidaten kjenner til integralbegrepet...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten kjenner til integralbegrepet og hvordan dette henger sammen med derivasjon | Undervisningsopplegg Plenumsforelesninger, gruppeøvinger (ti ganger á to timer). En gruppe er spesielt tilpasset studenter med svake forkunnskaper og har ti ganger á tre timer. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Matematikk for økonomer
task_e06883b466f14ca891d6a2f1e82a2aa6,Kandidaten har forståelse av...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten har forståelse av hvordan verdier ved ulike tidspunkter kan sammenlignes, og hvordan endelige og uendelige geometriske rekker kan brukes til å analysere enkle kontantstrømmer | Kandidaten har forståelse av derivasjonsbegrepet og hvordan det kan brukes i drøfting og optimering av funksjoner av en eller flere variabler. Dette omfatter også elastisiteter og implisitt derivasjon Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Matematikk for økonomer
task_4bdcd4c14adf451abd185d08880a09c2,Kandidaten har forståelse av...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten har forståelse av hvordan verdier ved ulike tidspunkter kan sammenlignes, og hvordan endelige og uendelige geometriske rekker kan brukes til å analysere enkle kontantstrømmer | Kandidaten kan analysere og drøfte funksjoner av en eller flere variabler bygget opp av potensfunksjoner, rasjonale funksjoner, eksponentialfunksjoner og logaritmefunksjoner | Kandidaten har forståelse av derivasjonsbegrepet og hvordan det kan brukes i drøfting og optimering av funksjoner av en eller flere variabler. Dette omfatter også elastisiteter og implisitt derivasjon Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Matematikk for økonomer
task_e670f6f5e3d04980a4a8d0f1392e10c8,Kandidaten kan løse optimeringsproblemer...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten kan løse optimeringsproblemer med og uten bibetingelser | Kandidaten kan arbeide med matematisk formulert faglitteratur | Kandidaten kjenner til noen enkle vekstmodeller og hvilken relevans de har for drøftinger av bærekraft Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Matematikk for økonomer
task_321a2141513640ed968617a4002f3257,Kandidaten har forståelse av...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Kandidaten har forståelse av hvordan verdier ved ulike tidspunkter kan sammenlignes, og hvordan endelige og uendelige geometriske rekker kan brukes til å analysere enkle kontantstrømmer Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Matematikk for økonomer
task_aacf419564c7486183c61ca3348ced10,Undervisningsopplegg Emnet vil bestå...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Undervisningsopplegg Emnet vil bestå av plenumsforelesninger og gruppeundervisning. | Kommunisere mikroøkonomisk analyse på en klar måte, både skriftlig og muntlig. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Mikroøkonomi
